Date,MinTemp,MaxTemp,Evaporation,Sunshine,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,Rain
2010-08-23 00:00:00,11.8,16.1,3.6,1.0,64.0,64.0,1017.1,1010.8,13.9,14.2,0.0
2010-08-24 00:00:00,10.6,20.3,2.2,10.3,49.0,28.0,1012.6,1007.9,15.0,19.2,0.0
2010-08-25 00:00:00,9.3,18.8,6.0,10.4,41.0,18.0,1008.4,1005.1,13.7,17.4,0.0
2010-08-26 00:00:00,10.1,17.7,6.4,8.9,39.0,28.0,1003.4,1000.8,14.2,16.9,0.0
2010-08-27 00:00:00,9.6,20.6,5.8,8.4,39.0,27.0,1008.1,1008.0,15.4,19.8,0.0
2010-08-28 00:00:00,8.2,15.4,4.0,10.9,48.0,45.0,1021.9,1022.5,13.0,14.8,0.0
2010-08-29 00:00:00,7.7,17.4,4.0,9.7,53.0,53.0,1028.9,1025.9,14.1,16.4,0.0
2010-08-30 00:00:00,10.3,17.8,2.2,8.2,71.0,54.0,1027.4,1024.3,14.3,17.1,0.0
2010-08-31 00:00:00,12.2,21.2,3.2,9.7,60.0,54.0,1025.4,1019.7,17.1,19.5,0.0
2010-09-01 00:00:00,13.5,27.4,6.4,3.3,43.0,27.0,1017.7,1012.4,19.6,25.6,0.0
2010-09-02 00:00:00,15.5,17.9,3.8,0.0,96.0,88.0,1016.5,1014.7,16.1,15.8,0.6
2010-09-03 00:00:00,13.3,18.5,1.8,0.0,81.0,63.0,1026.0,1023.7,14.7,16.6,1.0
2010-09-04 00:00:00,14.5,21.2,2.8,0.0,91.0,81.0,1014.3,1006.4,18.0,19.6,14.2
2010-09-05 00:00:00,16.9,22.1,5.6,11.3,40.0,32.0,1007.6,1009.9,18.8,21.0,1.0
2010-09-06 00:00:00,11.1,21.0,8.0,8.4,48.0,47.0,1018.9,1017.3,15.7,17.8,0.0
2010-09-07 00:00:00,9.9,15.4,3.2,10.3,55.0,65.0,1023.7,1023.6,14.1,14.2,0.0
2010-09-08 00:00:00,7.5,16.3,4.0,10.7,61.0,66.0,1027.7,1023.9,12.9,15.2,0.0
2010-09-09 00:00:00,9.2,19.6,4.0,2.4,63.0,45.0,1017.8,1010.7,14.5,19.2,0.0
2010-09-10 00:00:00,10.5,24.5,2.0,5.4,79.0,44.0,1004.4,1001.5,16.5,20.3,2.8
2010-09-11 00:00:00,10.2,18.7,4.4,10.9,43.0,39.0,1017.6,1017.2,15.7,18.2,0.0
2010-09-12 00:00:00,8.4,20.7,3.8,10.0,51.0,56.0,1022.7,1017.7,15.8,19.0,0.0
2010-09-13 00:00:00,13.2,24.2,4.2,6.9,52.0,22.0,1015.8,1012.5,17.4,22.6,0.0
2010-09-14 00:00:00,14.0,18.1,5.4,1.7,69.0,86.0,1016.7,1011.9,17.3,15.5,0.0
2010-09-15 00:00:00,12.0,19.1,1.8,7.6,75.0,62.0,1011.0,1009.6,15.8,18.9,12.8
2010-09-16 00:00:00,10.7,22.1,5.0,9.6,40.0,21.0,1014.9,1011.1,15.9,21.3,0.0
2010-09-17 00:00:00,8.8,18.4,6.4,11.2,40.0,30.0,1021.3,1017.6,13.9,17.5,0.0
2010-09-18 00:00:00,8.6,22.6,5.0,11.0,41.0,46.0,1017.4,1014.0,15.2,18.3,0.0
2010-09-19 00:00:00,11.3,18.2,4.0,4.1,51.0,67.0,1022.1,1019.7,16.6,17.2,0.0
2010-09-20 00:00:00,11.0,19.3,3.6,9.1,76.0,62.0,1024.3,1022.9,16.3,18.7,0.0
2010-09-21 00:00:00,12.0,22.3,3.0,8.2,67.0,75.0,1023.1,1022.6,17.9,18.3,0.0
2010-09-22 00:00:00,13.0,21.1,4.6,9.5,67.0,58.0,1026.7,1020.8,17.1,18.7,2.0
2010-09-23 00:00:00,14.4,19.2,5.0,1.1,66.0,63.0,1025.0,1022.4,16.5,17.2,0.2
2010-09-24 00:00:00,13.0,23.4,3.2,10.7,61.0,57.0,1022.4,1017.4,19.0,22.5,0.0
2010-09-25 00:00:00,13.3,26.8,5.4,8.0,46.0,32.0,1016.2,1013.8,19.3,22.7,0.0
2010-09-26 00:00:00,12.8,23.3,5.4,10.8,63.0,47.0,1020.4,1017.1,18.6,22.4,0.0
2010-09-27 00:00:00,13.2,28.2,5.8,5.5,50.0,48.0,1014.6,1008.2,19.9,23.7,0.0
2010-09-28 00:00:00,15.1,28.2,7.6,9.8,30.0,15.0,1013.4,1009.0,22.4,27.4,0.0
2010-09-29 00:00:00,13.0,17.1,7.2,9.3,39.0,41.0,1017.1,1017.9,16.2,16.0,0.0
2010-09-30 00:00:00,8.3,17.7,6.4,10.7,48.0,40.0,1025.4,1023.3,14.8,16.5,0.8
2010-10-01 00:00:00,9.7,18.6,4.0,0.7,64.0,55.0,1028.5,1026.1,14.0,17.9,0.0
2010-10-02 00:00:00,14.0,20.3,2.6,0.0,64.0,79.0,1030.1,1027.8,18.4,17.0,0.0
2010-10-03 00:00:00,14.7,20.2,1.0,1.2,89.0,75.0,1030.1,1027.8,16.3,19.6,10.2
2010-10-04 00:00:00,15.2,21.7,4.0,2.3,84.0,66.0,1026.4,1023.0,18.1,20.6,13.4
2010-10-05 00:00:00,16.4,22.9,2.2,7.2,94.0,63.0,1022.5,1020.6,17.9,22.3,2.4
2010-10-06 00:00:00,16.8,22.4,3.4,4.9,94.0,69.0,1022.4,1018.8,18.4,21.6,0.2
2010-10-07 00:00:00,16.3,22.4,2.2,1.2,82.0,69.0,1015.2,1017.5,18.5,18.3,0.0
2010-10-08 00:00:00,13.5,19.9,4.6,9.5,71.0,53.0,1023.8,1022.1,16.6,19.3,0.0
2010-10-09 00:00:00,15.3,19.9,5.2,0.0,59.0,55.0,1026.6,1025.4,17.3,18.0,0.0
2010-10-10 00:00:00,14.4,21.7,3.8,9.0,41.0,49.0,1031.6,1032.1,19.6,20.4,0.0
2010-10-11 00:00:00,16.6,23.0,6.2,6.6,69.0,51.0,1033.6,1032.2,19.5,21.2,0.8
2010-10-12 00:00:00,16.5,23.6,6.0,5.9,81.0,53.0,1029.9,1025.4,18.7,22.8,2.0
2010-10-13 00:00:00,15.7,26.2,7.0,2.8,75.0,53.0,1019.7,1014.9,18.8,25.2,0.4
2010-10-14 00:00:00,18.0,27.1,4.0,10.8,57.0,46.0,1011.2,1008.0,22.9,26.7,9.4
2010-10-15 00:00:00,19.3,25.2,7.8,0.2,65.0,66.0,999.6,989.3,22.2,23.0,0.0
2010-10-16 00:00:00,11.7,16.4,3.4,9.3,28.0,28.0,999.4,1004.0,12.4,15.7,1.8
2010-10-17 00:00:00,10.0,24.2,6.6,12.1,41.0,27.0,1013.1,1011.2,14.7,23.2,0.0
2010-10-18 00:00:00,11.4,25.4,7.2,12.3,45.0,25.0,1018.7,1015.1,16.3,24.9,0.0
2010-10-19 00:00:00,14.0,18.7,6.4,0.8,83.0,57.0,1025.5,1026.4,14.7,16.3,5.0
2010-10-20 00:00:00,12.8,21.6,3.0,10.9,62.0,56.0,1029.0,1025.6,18.2,19.8,0.0
2010-10-21 00:00:00,13.1,23.4,6.6,11.0,64.0,57.0,1026.1,1022.4,19.4,21.7,0.0
2010-10-22 00:00:00,15.5,25.4,5.6,11.0,63.0,50.0,1021.5,1017.6,20.3,24.3,0.0
2010-10-23 00:00:00,15.8,30.6,8.0,6.9,50.0,68.0,1016.7,1014.8,22.1,20.8,0.0
2010-10-24 00:00:00,14.2,16.9,7.4,0.0,93.0,79.0,1021.1,1020.9,14.7,15.3,23.0
2010-10-25 00:00:00,14.0,19.0,1.2,5.4,93.0,73.0,1020.7,1018.6,15.5,17.8,12.8
2010-10-26 00:00:00,12.5,26.7,3.8,12.1,64.0,39.0,1018.1,1014.7,18.8,24.0,0.2
2010-10-27 00:00:00,13.4,20.0,6.8,9.6,81.0,84.0,1016.3,1015.5,18.4,18.6,0.0
2010-10-28 00:00:00,15.2,20.6,5.4,8.9,70.0,56.0,1021.9,1020.6,18.1,19.7,5.2
2010-10-29 00:00:00,14.4,22.1,6.2,1.8,78.0,60.0,1020.8,1017.6,17.1,20.0,0.0
2010-10-30 00:00:00,16.1,26.3,3.2,9.9,69.0,59.0,1015.3,1011.8,21.6,25.3,0.0
2010-10-31 00:00:00,19.5,26.9,7.2,5.5,76.0,61.0,1012.0,1010.0,21.7,24.9,0.0
2010-11-01 00:00:00,17.6,18.5,6.6,0.1,83.0,82.0,1014.9,1012.2,18.0,18.1,0.0
2010-11-02 00:00:00,11.5,18.0,3.8,1.7,82.0,69.0,1012.2,1013.3,13.8,16.4,38.6
2010-11-03 00:00:00,11.5,22.6,4.0,11.9,59.0,52.0,1018.3,1016.6,17.9,20.8,0.0
2010-11-04 00:00:00,14.5,17.8,5.4,2.8,80.0,72.0,1022.5,1020.7,14.7,16.7,1.4
2010-11-05 00:00:00,13.0,18.2,8.4,2.7,56.0,55.0,1024.0,1022.5,16.0,16.9,36.2
2010-11-06 00:00:00,13.8,18.7,4.8,2.5,89.0,84.0,1024.0,1022.1,14.7,16.1,5.2
2010-11-07 00:00:00,13.4,23.6,3.6,10.9,69.0,55.0,1021.3,1018.0,18.3,21.5,6.4
2010-11-08 00:00:00,16.2,27.9,5.8,7.9,58.0,44.0,1017.1,1014.7,23.6,24.9,0.0
2010-11-09 00:00:00,16.4,22.7,11.2,7.0,82.0,82.0,1025.3,1024.4,19.1,20.1,28.4
2010-11-10 00:00:00,18.1,27.9,3.2,6.0,73.0,56.0,1021.8,1016.7,22.7,26.9,0.0
2010-11-11 00:00:00,19.6,29.6,7.2,9.3,68.0,37.0,1016.9,1011.8,20.5,28.0,11.6
2010-11-12 00:00:00,19.7,29.2,9.0,12.6,58.0,45.0,1014.0,1011.5,25.5,27.5,0.0
2010-11-13 00:00:00,19.9,32.3,8.6,10.3,54.0,51.0,1014.9,1013.1,27.3,29.7,0.0
2010-11-14 00:00:00,21.3,32.5,9.0,10.2,56.0,53.0,1015.5,1012.4,28.4,28.2,0.0
2010-11-15 00:00:00,21.7,21.7,10.4,0.0,87.0,96.0,1013.2,1012.7,21.7,19.1,0.2
2010-11-16 00:00:00,17.5,21.2,1.0,7.9,87.0,76.0,1013.6,1011.7,18.2,20.5,18.6
2010-11-17 00:00:00,16.4,22.1,6.6,4.2,85.0,62.0,1017.3,1015.8,17.6,20.2,0.8
2010-11-18 00:00:00,16.7,25.3,3.6,8.8,60.0,51.0,1015.3,1012.0,22.1,24.7,0.0
2010-11-19 00:00:00,16.7,18.3,8.0,0.4,76.0,70.0,1022.0,1024.3,17.3,17.5,0.0
2010-11-20 00:00:00,13.8,21.9,5.4,13.3,65.0,50.0,1027.5,1024.9,18.3,21.6,0.0
2010-11-21 00:00:00,15.1,24.7,5.6,12.8,56.0,47.0,1024.9,1023.0,21.7,23.7,0.0
2010-11-22 00:00:00,16.3,25.8,9.0,11.4,79.0,50.0,1026.0,1024.2,19.7,23.9,0.0
2010-11-23 00:00:00,18.2,26.8,8.0,11.1,57.0,44.0,1027.3,1024.5,23.1,25.8,0.0
2010-11-24 00:00:00,17.9,26.8,11.0,12.6,57.0,52.0,1025.4,1021.9,23.3,25.6,0.0
2010-11-25 00:00:00,18.7,28.2,8.8,12.1,57.0,47.0,1020.5,1017.4,24.6,27.8,0.0
2010-11-26 00:00:00,18.7,25.9,11.6,9.0,55.0,61.0,1017.3,1015.3,24.5,24.3,0.0
2010-11-27 00:00:00,18.9,28.3,6.0,10.8,69.0,51.0,1015.5,1011.6,23.3,26.7,0.0
2010-11-28 00:00:00,19.2,25.8,10.8,0.0,65.0,51.0,1011.0,1010.1,22.9,25.6,0.0
2010-11-29 00:00:00,16.9,19.6,3.4,0.0,92.0,88.0,1013.8,1013.2,17.7,19.0,4.6
2010-11-30 00:00:00,16.0,22.2,1.8,0.9,98.0,97.0,1016.5,1014.8,16.5,18.4,4.6
2010-12-01 00:00:00,16.0,21.5,3.4,0.0,95.0,82.0,1016.7,1015.6,18.9,20.8,26.4
2010-12-02 00:00:00,18.3,26.1,1.8,5.4,85.0,66.0,1018.3,1016.1,21.4,25.4,29.6
2010-12-03 00:00:00,20.1,25.7,5.2,8.7,67.0,68.0,1017.4,1014.9,24.1,24.5,0.0
2010-12-04 00:00:00,19.9,24.7,7.4,1.6,73.0,68.0,1013.1,1010.2,22.0,24.6,0.0
2010-12-05 00:00:00,19.6,25.3,4.4,8.0,87.0,60.0,1012.1,1011.1,21.7,25.1,0.2
2010-12-06 00:00:00,19.6,26.6,5.8,11.4,73.0,62.0,1014.4,1013.6,24.1,25.9,4.0
2010-12-07 00:00:00,20.5,27.5,8.0,13.2,70.0,60.0,1016.8,1015.6,23.8,26.1,0.8
2010-12-08 00:00:00,21.2,27.8,7.6,12.2,63.0,65.0,1016.8,1012.4,25.7,26.3,0.0
2010-12-09 00:00:00,22.4,32.8,10.4,2.6,79.0,51.0,1010.9,1007.9,24.4,31.6,0.0
2010-12-10 00:00:00,21.3,29.6,4.8,4.3,80.0,58.0,1009.7,1005.7,22.5,27.4,0.6
2010-12-11 00:00:00,17.1,29.2,6.8,13.4,44.0,46.0,1008.2,1002.9,21.9,25.8,0.4
2010-12-12 00:00:00,17.7,32.0,9.2,13.3,37.0,22.0,1004.2,1003.3,25.8,31.5,0.0
2010-12-13 00:00:00,18.8,24.8,10.2,12.8,70.0,60.0,1014.0,1013.1,21.3,24.0,0.0
2010-12-14 00:00:00,20.0,23.5,8.2,11.6,80.0,78.0,1016.4,1013.9,21.5,22.5,0.0
2010-12-15 00:00:00,19.4,28.4,6.0,10.7,82.0,56.0,1011.0,1006.7,22.1,26.9,0.0
2010-12-16 00:00:00,21.4,23.6,7.6,3.9,85.0,86.0,1004.1,1006.0,22.3,21.6,0.0
2010-12-17 00:00:00,18.2,27.7,5.8,3.8,78.0,59.0,1006.0,1003.6,19.6,24.7,4.8
2010-12-18 00:00:00,19.5,27.2,7.8,4.1,47.0,31.0,1003.0,999.4,21.9,26.1,0.0
2010-12-19 00:00:00,17.3,28.3,5.0,5.0,65.0,36.0,1003.7,995.0,20.7,26.5,0.0
2010-12-20 00:00:00,13.3,22.1,9.2,11.6,36.0,33.0,998.1,1001.0,17.1,21.6,4.8
2010-12-21 00:00:00,16.1,28.8,8.4,13.5,31.0,20.0,1008.9,1008.1,21.3,27.9,0.0
2010-12-22 00:00:00,17.6,23.8,9.2,12.7,68.0,76.0,1018.9,1018.0,21.8,21.3,0.0
2010-12-23 00:00:00,19.5,31.3,8.4,7.5,59.0,39.0,1018.1,1016.2,23.7,30.2,0.0
2010-12-24 00:00:00,18.7,23.4,8.0,8.0,61.0,42.0,1026.4,1024.1,19.4,23.2,0.0
2010-12-25 00:00:00,16.2,28.1,7.0,12.5,56.0,52.0,1017.3,1011.4,23.1,26.5,0.0
2010-12-26 00:00:00,21.2,32.2,8.0,3.5,86.0,48.0,1006.3,1001.4,21.2,29.5,0.4
2010-12-27 00:00:00,17.9,20.0,11.8,0.3,93.0,83.0,1005.9,1006.3,18.3,18.4,31.0
2010-12-28 00:00:00,14.8,22.8,5.4,2.5,46.0,48.0,1019.3,1019.2,19.1,20.4,2.6
2010-12-29 00:00:00,17.5,27.7,5.2,12.7,57.0,48.0,1018.5,1014.8,22.3,25.9,0.0
2010-12-30 00:00:00,19.4,27.0,8.6,13.1,75.0,54.0,1017.0,1015.6,22.6,26.5,0.0
2010-12-31 00:00:00,21.9,29.5,8.8,11.7,76.0,53.0,1016.2,1013.9,24.2,28.9,0.0
2011-01-01 00:00:00,20.6,33.3,10.0,10.8,60.0,45.0,1013.4,1009.9,26.8,29.8,0.0
2011-01-02 00:00:00,20.5,25.4,10.6,8.6,77.0,83.0,1012.3,1011.3,23.4,22.9,0.0
2011-01-03 00:00:00,18.9,21.2,7.2,0.1,87.0,88.0,1014.8,1013.6,19.4,18.7,2.4
2011-01-04 00:00:00,17.5,21.4,5.0,1.9,78.0,65.0,1014.5,1011.8,19.8,20.9,3.0
2011-01-05 00:00:00,16.8,23.9,5.4,7.2,67.0,53.0,1008.2,1006.0,20.4,23.3,0.0
2011-01-06 00:00:00,19.4,23.3,5.2,12.3,79.0,75.0,1011.1,1011.4,21.3,22.8,0.0
2011-01-07 00:00:00,19.2,26.2,6.4,4.8,96.0,76.0,1014.0,1016.1,20.7,24.8,2.8
2011-01-08 00:00:00,20.6,27.8,5.2,10.3,66.0,53.0,1014.0,1012.3,24.4,27.1,5.6
2011-01-09 00:00:00,21.5,27.7,4.6,7.5,82.0,62.0,1014.6,1014.6,24.5,27.2,11.4
2011-01-10 00:00:00,21.6,26.9,7.0,6.6,74.0,60.0,1016.7,1015.0,25.1,26.7,5.0
2011-01-11 00:00:00,21.5,26.8,6.6,0.8,70.0,70.0,1018.5,1012.1,24.9,25.8,3.4
2011-01-12 00:00:00,22.3,29.2,4.4,5.6,76.0,65.0,1012.6,1011.6,25.5,27.8,1.8
2011-01-13 00:00:00,23.6,27.4,10.6,1.9,74.0,79.0,1015.0,1013.9,25.1,24.7,0.0
2011-01-14 00:00:00,21.9,29.9,4.6,9.8,55.0,50.0,1012.5,1009.2,26.6,28.7,0.0
2011-01-15 00:00:00,22.2,30.5,11.4,1.6,80.0,60.0,1009.4,1007.0,23.5,29.6,0.2
2011-01-16 00:00:00,21.7,28.8,4.2,7.9,88.0,69.0,1010.4,1007.5,23.0,27.8,0.0
2011-01-17 00:00:00,21.8,29.9,8.8,9.6,59.0,85.0,1002.9,1001.8,26.3,22.7,0.0
2011-01-18 00:00:00,19.9,25.8,8.0,7.3,75.0,59.0,1007.8,1007.6,22.0,24.3,0.0
2011-01-19 00:00:00,19.2,25.6,5.6,3.6,85.0,70.0,1010.2,1009.7,20.7,24.2,0.4
2011-01-20 00:00:00,20.6,27.9,5.8,12.3,59.0,52.0,1013.8,1013.6,25.4,26.8,0.0
2011-01-21 00:00:00,20.4,29.1,8.2,12.4,58.0,46.0,1015.2,1013.0,25.1,28.4,2.2
2011-01-22 00:00:00,20.6,30.0,10.2,11.7,59.0,35.0,1016.4,1015.1,25.1,28.4,0.0
2011-01-23 00:00:00,22.5,30.1,11.0,10.2,51.0,42.0,1012.3,1008.7,25.6,29.5,0.0
2011-01-24 00:00:00,21.5,36.7,10.8,7.5,51.0,30.0,1004.0,1001.2,27.0,33.5,0.0
2011-01-25 00:00:00,21.4,29.6,10.6,10.2,74.0,58.0,1008.3,1006.8,23.5,28.5,0.0
2011-01-26 00:00:00,22.8,31.4,7.0,9.3,76.0,85.0,1011.6,1010.2,27.0,26.0,0.0
2011-01-27 00:00:00,22.2,29.4,7.2,6.3,84.0,66.0,1013.9,1011.2,23.6,28.4,0.0
2011-01-28 00:00:00,22.8,24.6,7.2,4.3,77.0,68.0,1019.2,1019.5,22.7,23.4,0.0
2011-01-29 00:00:00,19.5,26.0,7.8,8.2,60.0,45.0,1021.7,1021.4,23.0,24.9,0.0
2011-01-30 00:00:00,18.7,30.5,8.4,12.8,72.0,44.0,1020.3,1015.9,23.9,29.9,0.0
2011-01-31 00:00:00,22.3,35.6,9.2,12.8,53.0,32.0,1015.2,1011.4,28.4,34.7,0.0
2011-02-01 00:00:00,23.4,40.8,12.0,12.3,60.0,29.0,1011.4,1006.2,27.6,38.0,0.0
2011-02-02 00:00:00,25.1,32.0,12.8,11.0,71.0,61.0,1015.6,1012.7,25.6,29.8,0.0
2011-02-03 00:00:00,24.2,36.7,10.2,5.7,87.0,66.0,1011.6,1010.1,25.6,30.8,0.0
2011-02-04 00:00:00,24.2,33.2,5.2,6.8,63.0,61.0,1014.9,1010.9,28.4,30.4,0.0
2011-02-05 00:00:00,24.4,42.2,8.4,12.4,48.0,19.0,1009.9,1006.2,33.2,41.1,0.0
2011-02-06 00:00:00,26.4,35.0,16.6,2.6,49.0,84.0,1012.7,1016.0,29.5,20.5,0.0
2011-02-07 00:00:00,17.2,21.8,6.8,0.0,65.0,60.0,1024.2,1021.1,18.5,21.1,0.6
2011-02-08 00:00:00,18.5,24.8,4.8,3.9,72.0,50.0,1019.8,1019.0,20.6,23.7,0.0
2011-02-09 00:00:00,18.0,25.4,5.2,6.0,73.0,59.0,1024.8,1023.6,21.2,24.0,0.8
2011-02-10 00:00:00,19.9,27.0,7.2,4.7,68.0,58.0,1023.6,1020.3,22.6,26.6,0.0
2011-02-11 00:00:00,21.3,33.9,5.0,8.0,59.0,39.0,1016.1,1011.0,26.0,33.3,0.0
2011-02-12 00:00:00,21.8,22.5,8.6,0.0,91.0,77.0,1015.2,1016.7,21.9,22.0,1.0
2011-02-13 00:00:00,19.5,22.3,2.4,0.0,84.0,88.0,1017.7,1018.8,21.6,21.0,10.4
2011-02-14 00:00:00,19.8,23.8,4.0,0.1,58.0,54.0,1023.9,1023.7,22.1,23.3,0.0
2011-02-15 00:00:00,18.6,25.5,6.6,3.0,86.0,52.0,1023.9,1022.3,20.9,24.2,0.6
2011-02-16 00:00:00,20.1,27.6,3.6,3.9,77.0,56.0,1019.8,1016.3,21.5,27.5,0.0
2011-02-17 00:00:00,21.4,30.2,6.4,8.3,71.0,59.0,1013.8,1011.1,25.5,28.9,0.0
2011-02-18 00:00:00,22.3,26.1,5.0,3.8,87.0,79.0,1015.2,1014.3,23.0,24.9,0.0
2011-02-19 00:00:00,22.4,32.5,4.4,7.8,73.0,56.0,1011.3,1006.1,25.9,30.9,0.0
2011-02-20 00:00:00,24.5,32.1,7.2,9.5,83.0,69.0,1006.8,1006.1,26.6,27.9,0.0
2011-02-21 00:00:00,19.6,25.1,8.2,4.3,81.0,60.0,1013.0,1012.9,20.8,24.0,0.2
2011-02-22 00:00:00,19.4,20.6,9.0,3.2,58.0,68.0,1022.1,1022.9,19.8,19.3,0.0
2011-02-23 00:00:00,16.9,23.5,4.2,7.3,73.0,56.0,1023.2,1021.8,19.9,22.8,0.4
2011-02-24 00:00:00,16.9,27.7,5.0,12.0,62.0,42.0,1020.1,1015.8,21.5,26.7,0.0
2011-02-25 00:00:00,18.5,29.5,7.4,7.6,63.0,39.0,1014.9,1012.2,23.0,28.8,0.0
2011-02-26 00:00:00,21.1,29.6,7.6,11.1,79.0,52.0,1012.7,1009.3,23.9,28.2,0.0
2011-02-27 00:00:00,21.1,32.2,8.0,1.4,69.0,44.0,1008.6,1007.3,22.8,29.3,0.0
2011-02-28 00:00:00,22.1,29.0,5.0,2.4,77.0,58.0,1010.4,1007.8,23.8,27.0,0.4
2011-03-01 00:00:00,22.2,34.4,4.4,1.9,51.0,37.0,1002.5,1003.1,28.7,32.7,0.6
2011-03-02 00:00:00,18.6,22.9,9.2,0.0,56.0,57.0,1017.4,1015.2,20.5,21.3,0.0
2011-03-03 00:00:00,17.6,31.7,2.2,10.5,70.0,34.0,1009.4,1007.5,20.9,27.8,0.0
2011-03-04 00:00:00,19.1,28.1,8.0,9.4,62.0,54.0,1011.9,1009.7,23.5,26.8,0.0
2011-03-05 00:00:00,17.8,21.9,8.2,0.6,57.0,50.0,1022.8,1023.9,19.4,21.0,0.8
2011-03-06 00:00:00,18.1,22.4,8.2,2.9,42.0,43.0,1027.4,1026.8,20.6,21.2,0.2
2011-03-07 00:00:00,17.2,24.8,4.8,10.1,51.0,48.0,1025.1,1022.3,22.1,23.5,0.0
2011-03-08 00:00:00,17.7,28.1,6.8,10.4,64.0,47.0,1020.0,1015.6,22.0,27.9,0.0
2011-03-09 00:00:00,20.8,32.1,8.0,2.3,68.0,32.0,1015.4,1013.2,23.2,30.8,0.0
2011-03-10 00:00:00,23.0,29.2,6.2,0.0,58.0,55.0,1013.5,1012.0,25.0,27.2,0.0
2011-03-11 00:00:00,21.4,25.7,3.6,1.8,91.0,82.0,1016.2,1015.8,22.3,23.5,0.0
2011-03-12 00:00:00,20.7,28.2,3.2,9.8,86.0,59.0,1020.9,1019.1,22.7,27.2,1.6
2011-03-13 00:00:00,22.4,29.8,6.4,10.7,69.0,53.0,1021.7,1018.1,25.0,29.6,0.0
2011-03-14 00:00:00,22.2,27.2,8.0,3.2,62.0,86.0,1019.6,1021.0,26.6,21.5,0.0
2011-03-15 00:00:00,18.1,23.4,4.0,3.4,80.0,73.0,1021.6,1018.5,21.6,22.8,0.2
2011-03-16 00:00:00,19.6,26.2,3.2,7.7,73.0,78.0,1017.4,1017.1,23.0,23.9,0.4
2011-03-17 00:00:00,20.5,24.4,5.8,5.9,86.0,82.0,1019.7,1017.5,21.0,23.1,1.2
2011-03-18 00:00:00,20.0,23.6,5.4,0.9,86.0,70.0,1015.5,1014.5,20.9,22.8,0.6
2011-03-19 00:00:00,19.0,23.4,5.2,0.9,84.0,91.0,1014.8,1012.6,21.8,21.3,14.4
2011-03-20 00:00:00,18.3,24.9,4.8,3.3,95.0,71.0,1012.9,1010.6,19.5,23.2,106.0
2011-03-21 00:00:00,19.3,26.8,5.2,2.6,97.0,78.0,1007.0,1003.5,21.1,25.4,18.6
2011-03-22 00:00:00,21.0,29.7,1.6,10.2,87.0,63.0,1001.4,999.3,22.7,27.5,17.6
2011-03-23 00:00:00,20.2,31.5,5.8,11.0,72.0,38.0,1002.9,1000.5,23.3,29.8,6.4
2011-03-24 00:00:00,18.5,28.0,8.6,10.8,43.0,31.0,1005.1,1003.2,21.7,26.5,0.0
2011-03-25 00:00:00,17.5,25.5,8.8,8.0,49.0,52.0,1008.0,1008.9,20.4,24.2,0.0
2011-03-26 00:00:00,17.9,19.9,5.2,0.4,72.0,68.0,1019.1,1020.2,18.6,19.6,0.0
2011-03-27 00:00:00,16.3,20.3,5.4,2.5,81.0,85.0,1024.8,1024.8,17.6,18.4,1.8
2011-03-28 00:00:00,15.7,23.1,1.6,3.2,84.0,73.0,1027.0,1025.9,18.0,21.6,5.2
2011-03-29 00:00:00,16.8,26.7,1.8,8.3,89.0,49.0,1026.2,1022.3,20.6,26.3,6.2
2011-03-30 00:00:00,18.5,28.8,6.6,9.2,70.0,45.0,1020.0,1016.2,21.5,26.8,0.0
2011-03-31 00:00:00,19.0,21.2,5.2,0.5,83.0,74.0,1023.1,1023.2,19.7,19.7,1.6
2011-05-01 00:00:00,15.2,20.5,0.8,8.8,80.0,68.0,1018.9,1016.0,18.2,19.8,1.0
2011-05-02 00:00:00,12.3,19.8,3.8,0.5,77.0,70.0,1016.6,1014.9,15.7,19.0,0.0
2011-05-03 00:00:00,13.7,18.5,2.4,0.0,88.0,69.0,1015.2,1013.9,15.2,18.3,0.2
2011-05-04 00:00:00,13.3,19.3,0.2,9.1,69.0,61.0,1016.6,1015.8,16.5,19.1,0.4
2011-05-05 00:00:00,11.7,17.6,4.6,7.4,63.0,62.0,1021.1,1021.6,17.0,17.1,0.0
2011-05-06 00:00:00,10.3,17.5,4.4,8.7,62.0,58.0,1024.1,1020.6,14.5,16.8,0.0
2011-05-07 00:00:00,9.4,21.3,4.6,10.0,62.0,36.0,1019.5,1015.4,14.6,20.5,0.0
2011-05-08 00:00:00,8.9,21.8,1.6,10.1,61.0,30.0,1014.1,1010.5,14.1,20.5,0.0
2011-05-09 00:00:00,10.1,16.4,3.8,6.9,64.0,70.0,1014.7,1014.0,15.3,15.7,0.0
2011-05-10 00:00:00,10.7,16.4,3.4,9.1,65.0,54.0,1015.7,1013.4,13.3,15.9,3.6
2011-05-11 00:00:00,7.6,17.1,3.8,3.9,59.0,34.0,1009.5,1006.6,11.1,14.6,0.0
2011-05-12 00:00:00,7.1,17.0,2.2,10.2,50.0,28.0,1010.9,1009.5,10.7,16.1,0.0
2011-05-13 00:00:00,9.2,21.4,4.0,9.3,54.0,31.0,1012.3,1008.1,15.4,21.0,0.0
2011-05-14 00:00:00,10.6,16.1,3.4,10.0,48.0,30.0,1016.2,1017.8,12.2,15.9,0.0
2011-05-15 00:00:00,6.6,19.4,4.8,9.8,49.0,29.0,1028.8,1027.0,11.5,19.3,0.0
